2024-02-18 06:00:00.00,936,936
2024-02-18 07:00:00.00,948,948
2024-02-18 08:00:00.00,1021,1021
2024-02-18 09:00:00.00,1009,1009
2024-02-18 10:00:00.00,1003,1003
2024-02-18 11:00:00.00,1090,1090
2024-02-18 12:00:00.00,1042,1042
2024-02-18 13:00:00.00,1030,1030
2024-02-18 14:00:00.00,1031,1031
2024-02-18 15:00:00.00,1039,1039
2024-02-18 16:00:00.00,967,967
2024-02-18 17:00:00.00,978,978
2024-02-19 00:00:00.00,998,998
2024-02-19 01:00:00.00,968,968
2024-02-19 02:00:00.00,993,993
2024-02-19 03:00:00.00,936,919
2024-02-19 04:00:00.00,982,982
2024-02-19 05:00:00.00,886,850
2024-02-19 06:00:00.00,935,922
2024-02-19 07:00:00.00,956,956
2024-02-19 08:00:00.00,975,975
2024-02-19 09:00:00.00,978,961
2024-02-19 10:00:00.00,991,961
2024-02-19 11:00:00.00,929,885
2024-02-19 12:00:00.00,1124,1078
2024-02-19 13:00:00.00,917,898
2024-02-19 14:00:00.00,928,889
2024-02-19 15:00:00.00,1000,936
2024-02-19 16:00:00.00,1106,1083
2024-02-19 17:00:00.00,1007,1007
2024-02-20 00:00:00.00,1035,947
2024-02-20 01:00:00.00,1019,961
2024-02-20 02:00:00.00,1181,1181
2024-02-20 03:00:00.00,1004,1004
2024-02-20 04:00:00.00,1107,1107
2024-02-20 05:00:00.00,999,999
2024-02-20 06:00:00.00,919,919
2024-02-20 07:00:00.00,979,979
2024-02-20 08:00:00.00,934,934
2024-02-20 09:00:00.00,945,945
2024-02-20 10:00:00.00,1079,1079
2024-02-20 11:00:00.00,1055,1055
2024-02-20 12:00:00.00,939,939
2024-02-20 13:00:00.00,836,836
2024-02-20 14:00:00.00,758,758
2024-02-20 15:00:00.00,918,918
2024-02-20 16:00:00.00,936,936
2024-02-20 17:00:00.00,939,939
2024-02-21 00:00:00.00,1006,1006
2024-02-21 01:00:00.00,1087,1087
2024-02-21 02:00:00.00,1000,1000
2024-02-21 03:00:00.00,959,959
2024-02-21 04:00:00.00,947,947
2024-02-21 05:00:00.00,881,881
2024-02-21 06:00:00.00,844,844
2024-02-21 07:00:00.00,911,911
2024-02-21 08:00:00.00,1010,1010
2024-02-21 09:00:00.00,1054,1053
2024-02-21 10:00:00.00,1030,1030
2024-02-21 11:00:00.00,1154,1154
2024-02-21 12:00:00.00,1044,1044
2024-02-21 13:00:00.00,1000,1000
2024-02-21 14:00:00.00,906,906
2024-02-21 15:00:00.00,947,947
2024-02-21 16:00:00.00,881,881
2024-02-21 17:00:00.00,944,944
2024-02-22 00:00:00.00,915,915
2024-02-22 01:00:00.00,1077,1077
2024-02-22 02:00:00.00,1129,1129
2024-02-22 03:00:00.00,953,953
2024-02-22 04:00:00.00,1016,1016
2024-02-22 05:00:00.00,873,873
2024-02-22 06:00:00.00,844,844
2024-02-22 07:00:00.00,958,958
2024-02-22 08:00:00.00,977,977
2024-02-22 09:00:00.00,976,976
2024-02-22 10:00:00.00,961,961
2024-02-22 11:00:00.00,923,923
2024-02-22 12:00:00.00,1060,1060
2024-02-22 13:00:00.00,1042,1019
2024-02-22 14:00:00.00,939,939
2024-02-22 15:00:00.00,978,958
2024-02-22 16:00:00.00,949,929
2024-02-22 17:00:00.00,1014,974
2024-02-23 00:00:00.00,926,926
2024-02-23 01:00:00.00,954,954
2024-02-23 02:00:00.00,1091,1091
2024-02-23 03:00:00.00,954,954
2024-02-23 04:00:00.00,993,993
2024-02-23 05:00:00.00,950,950
2024-02-23 06:00:00.00,857,857
2024-02-23 07:00:00.00,997,997
2024-02-23 08:00:00.00,950,950
2024-02-23 09:00:00.00,1063,1063
2024-02-23 10:00:00.00,926,926
2024-02-23 11:00:00.00,979,979
2024-02-23 12:00:00.00,913,913
2024-02-23 13:00:00.00,930,930
2024-02-23 14:00:00.00,839,839
2024-02-23 15:00:00.00,995,995
2024-02-23 16:00:00.00,906,906
2024-02-23 17:00:00.00,1054,1054
2024-02-24 00:00:00.00,1054,1054
2024-02-24 01:00:00.00,1046,1026
2024-02-24 02:00:00.00,1007,1007
2024-02-24 03:00:00.00,978,912
2024-02-24 04:00:00.00,836,771
2024-02-24 05:00:00.00,885,833
2024-02-24 06:00:00.00,881,824
2024-02-24 07:00:00.00,948,909
2024-02-24 08:00:00.00,936,893
2024-02-24 09:00:00.00,1171,1122
2024-02-24 10:00:00.00,1030,973
2024-02-24 11:00:00.00,1014,953
2024-02-24 12:00:00.00,928,875
2024-02-24 13:00:00.00,905,828
2024-02-24 14:00:00.00,831,794
2024-02-24 15:00:00.00,987,926
2024-02-24 16:00:00.00,870,805
2024-02-24 17:00:00.00,1034,981
2024-02-25 00:00:00.00,875,862
2024-02-25 01:00:00.00,915,877
2024-02-25 02:00:00.00,965,926
2024-02-25 03:00:00.00,890,870
2024-02-25 04:00:00.00,917,891
2024-02-25 05:00:00.00,874,859
2024-02-25 06:00:00.00,859,859
2024-02-25 07:00:00.00,951,951
2024-02-25 08:00:00.00,901,884
2024-02-25 09:00:00.00,1024,1024
2024-02-25 10:00:00.00,1012,1012
2024-02-25 11:00:00.00,946,946
2024-02-25 12:00:00.00,971,969
2024-02-25 13:00:00.00,990,989
2024-02-25 14:00:00.00,962,957
2024-02-25 15:00:00.00,1053,1020
2024-02-25 16:00:00.00,910,910
2024-02-26 00:00:00.00,833,809
2024-02-26 01:00:00.00,935,885
2024-02-26 02:00:00.00,950,924
2024-02-26 03:00:00.00,943,895
2024-02-26 04:00:00.00,964,911
2024-02-26 05:00:00.00,913,857
2024-02-26 06:00:00.00,995,930
2024-02-26 07:00:00.00,1057,982
2024-02-26 08:00:00.00,995,922
2024-02-26 09:00:00.00,1064,967
2024-02-26 10:00:00.00,900,835
2024-02-26 11:00:00.00,952,856
2024-02-26 12:00:00.00,1001,901
2024-02-26 13:00:00.00,979,900
2024-02-26 14:00:00.00,934,864
2024-02-26 15:00:00.00,969,878
2024-02-26 16:00:00.00,974,937
2024-02-26 17:00:00.00,1056,996
2024-02-27 00:00:00.00,1028,1011
2024-02-27 01:00:00.00,1025,1007
2024-02-27 02:00:00.00,1093,1093
2024-02-27 03:00:00.00,1141,1141
2024-02-27 04:00:00.00,1031,1031
2024-02-27 05:00:00.00,965,965
2024-02-27 06:00:00.00,979,979
2024-02-27 07:00:00.00,1032,1031
2024-02-27 08:00:00.00,1008,1008
2024-02-27 09:00:00.00,1032,1032
2024-02-27 10:00:00.00,1026,1026
2024-02-27 11:00:00.00,1033,1033
2024-02-27 12:00:00.00,1029,1027
2024-02-27 13:00:00.00,928,897
2024-02-27 14:00:00.00,898,897
2024-02-27 15:00:00.00,906,905
2024-02-27 16:00:00.00,899,871
2024-02-27 17:00:00.00,975,954
2024-02-28 00:00:00.00,1026,1026
2024-02-28 01:00:00.00,977,977
2024-02-28 02:00:00.00,1135,1135
2024-02-28 03:00:00.00,990,990
2024-02-28 04:00:00.00,931,931
2024-02-28 05:00:00.00,940,940
2024-02-28 06:00:00.00,956,956
2024-02-28 07:00:00.00,891,891
2024-02-28 08:00:00.00,990,990
2024-02-28 09:00:00.00,1111,1111
2024-02-28 10:00:00.00,1182,1182
2024-02-28 11:00:00.00,1032,1032
2024-02-28 12:00:00.00,981,981
2024-02-28 13:00:00.00,930,930
2024-02-28 14:00:00.00,879,879
2024-02-28 15:00:00.00,868,868
2024-02-28 16:00:00.00,878,878
2024-02-28 17:00:00.00,938,938
