WMOID	HEIGHT	DATE	TIME	HEIGHT	N_DRY	N_WET	TEMPERATURE	PRESSURE	DEWPOINT	RHOWV
12982	84	2024-02-24	11:00:00	84	269.1351	44.44273	285.96	10010	278.96	0.00698881
12982	89	2024-02-24	11:00:00	89	268.8638	44.44273	285.96	10000	278.96	0.00698881
12982	386	2024-02-24	11:00:00	386	260.9646	35.7926	284.76	9650	275.76	0.005606123
12982	740	2024-02-24	11:00:00	740	252.3678	39.72322	281.96	9250	276.96	0.006163675
12982	1432	2024-02-24	11:00:00	1432	237.2907	34.9736	275.76	8500	274.56	0.005313259
12982	1566	2024-02-24	11:00:00	1566	234.0707	34.42166	274.96	8360	274.26	0.005214984
12982	1988	2024-02-24	11:00:00	1988	224.0135	31.15908	272.66	7930	272.66	0.004683133
12982	2981	2024-02-24	11:00:00	2981	202.2825	18.27827	267.26	7000	265.06	0.002695378
12982	3195	2024-02-24	11:00:00	3195	198.149	14.71911	265.66	6810	262.16	0.002158157
12982	4810	2024-02-24	11:00:00	4810	166.1423	8.858123	256.66	5510	255.16	0.00125683
12982	5540	2024-02-24	11:00:00	5540	154.0164	5.669337	251.46	5000	249.56	0.0007888305
12982	6948	2024-02-24	11:00:00	6948	132.4282	2.037302	240.66	4110	237.76	0.0002718228
12982	6965	2024-02-24	11:00:00	6965	132.1058	2.037302	240.66	4100	237.76	0.0002718228
12982	7140	2024-02-24	11:00:00	7140	129.4292	1.840442	239.66	4000	236.66	0.0002445809
12982	8123	2024-02-24	11:00:00	8123	115.0893	1.142955	233.86	3470	231.56	0.0001483692
12982	9110	2024-02-24	11:00:00	9110	103.1467	0.3862623	225.66	3000	221.16	0.00004845499
12982	10290	2024-02-24	11:00:00	10290	89.86758	0.1274673	215.86	2500	211.46	0.00001532294
12982	10520	2024-02-24	11:00:00	10520	87.44372	0.09720175	213.86	2410	209.26	0.00001158062
12982	11660	2024-02-24	11:00:00	11660	75.46307	0.03146368	205.66	2000	200.66	0.000003610211
12982	11751	2024-02-24	11:00:00	11751	74.62141	0.03078287	204.86	1970	200.46	0.000003518864
12982	84	2024-02-24	11:00:00	84	269.1351	44.44273	285.96	10010	278.96	0.00698881
12982	89	2024-02-24	11:00:00	89	268.8638	44.44273	285.96	10000	278.96	0.00698881
12982	386	2024-02-24	11:00:00	386	260.9646	35.7926	284.76	9650	275.76	0.005606123
12982	740	2024-02-24	11:00:00	740	252.3678	39.72322	281.96	9250	276.96	0.006163675
12982	1432	2024-02-24	11:00:00	1432	237.2907	34.9736	275.76	8500	274.56	0.005313259
12982	1566	2024-02-24	11:00:00	1566	234.0707	34.42166	274.96	8360	274.26	0.005214984
12982	1988	2024-02-24	11:00:00	1988	224.0135	31.15908	272.66	7930	272.66	0.004683133
12982	2981	2024-02-24	11:00:00	2981	202.2825	18.27827	267.26	7000	265.06	0.002695378
12982	3195	2024-02-24	11:00:00	3195	198.149	14.71911	265.66	6810	262.16	0.002158157
12982	4810	2024-02-24	11:00:00	4810	166.1423	8.858123	256.66	5510	255.16	0.00125683
12982	5540	2024-02-24	11:00:00	5540	154.0164	5.669337	251.46	5000	249.56	0.0007888305
12982	6948	2024-02-24	11:00:00	6948	132.4282	2.037302	240.66	4110	237.76	0.0002718228
12982	6965	2024-02-24	11:00:00	6965	132.1058	2.037302	240.66	4100	237.76	0.0002718228
12982	7140	2024-02-24	11:00:00	7140	129.4292	1.840442	239.66	4000	236.66	0.0002445809
12982	8123	2024-02-24	11:00:00	8123	115.0893	1.142955	233.86	3470	231.56	0.0001483692
12982	9110	2024-02-24	11:00:00	9110	103.1467	0.3862623	225.66	3000	221.16	0.00004845499
12982	10290	2024-02-24	11:00:00	10290	89.86758	0.1274673	215.86	2500	211.46	0.00001532294
12982	10520	2024-02-24	11:00:00	10520	87.44372	0.09720175	213.86	2410	209.26	0.00001158062
12982	11660	2024-02-24	11:00:00	11660	75.46307	0.03146368	205.66	2000	200.66	0.000003610211
12982	11751	2024-02-24	11:00:00	11751	74.62141	0.03078287	204.86	1970	200.46	0.000003518864
