WMOID	HEIGHT	DATE	TIME	HEIGHT	N_DRY	N_WET	TEMPERATURE	PRESSURE	DEWPOINT	RHOWV
14240	123	2024-02-21	12:00:00	123	272.9813	34.64462	285.36	10110	275.36	0.005437167
14240	214	2024-02-21	12:00:00	214	271.9417	30.81742	283.56	10000	273.56	0.00480756
14240	856	2024-02-21	12:00:00	856	257.3341	30.17979	277.16	9250	272.66	0.004607098
14240	909	2024-02-21	12:00:00	909	256.2328	29.86823	276.56	9190	272.46	0.004550155
14240	1006	2024-02-21	12:00:00	1006	253.7284	19.199	276.56	9080	266.56	0.002924793
14240	1461	2024-02-21	12:00:00	1461	242.2137	18.41348	273.76	8580	265.76	0.002778119
14240	1538	2024-02-21	12:00:00	1538	240.3999	16.56152	273.36	8500	264.36	0.002495233
14240	1604	2024-02-21	12:00:00	1604	238.5432	14.14425	273.36	8430	262.36	0.002131037
14240	2208	2024-02-21	12:00:00	2208	225.3298	14.34809	268.06	7810	262.06	0.002121849
14240	2339	2024-02-21	12:00:00	2339	221.8017	13.0509	267.86	7680	260.86	0.001928646
14240	2724	2024-02-21	12:00:00	2724	212.0994	17.98747	266.26	7310	264.76	0.002643045
14240	3065	2024-02-21	12:00:00	3065	204.7113	13.16634	264.46	7000	260.66	0.00192218
14240	3087	2024-02-21	12:00:00	3087	204.13	13.06043	264.46	6980	260.56	0.001906717
14240	3187	2024-02-21	12:00:00	3187	201.2224	12.30373	264.86	6890	259.86	0.001798833
14240	4092	2024-02-21	12:00:00	4092	183.2922	8.887136	258.46	6120	255.36	0.00126938
14240	4368	2024-02-21	12:00:00	4368	177.2163	6.61018	257.86	5900	251.86	0.000942064
14240	4892	2024-02-21	12:00:00	4892	168.058	6.601499	253.46	5500	251.46	0.0009255042
14240	5138	2024-02-21	12:00:00	5138	163.0641	4.011883	252.86	5320	245.86	0.0005611792
14240	5391	2024-02-21	12:00:00	5391	158.9265	4.006481	250.66	5140	245.66	0.0005557674
14240	5600	2024-02-21	12:00:00	5600	155.5007	3.238325	249.26	5000	243.26	0.0004468146
14240	6713	2024-02-21	12:00:00	6713	137.7238	1.135221	241.06	4280	232.06	0.0001517053
14240	7048	2024-02-21	12:00:00	7048	132.8273	1.186065	238.26	4080	232.26	0.0001567379
14240	7190	2024-02-21	12:00:00	7190	130.786	0.869568	237.26	4000	229.26	0.0001144513
14240	7330	2024-02-21	12:00:00	7330	128.4016	0.5372478	236.86	3920	224.86	0.00007059765
14240	8008	2024-02-21	12:00:00	8008	119.0942	0.588909	231.26	3550	225.26	0.00007563298
14240	8659	2024-02-21	12:00:00	8659	110.7149	0.3236335	225.66	3220	219.66	0.00004059846
14240	9036	2024-02-21	12:00:00	9036	105.841	0.2704764	222.86	3040	217.96	0.00003352607
14240	9130	2024-02-21	12:00:00	9130	104.5486	0.1231013	222.66	3000	211.66	0.0000152455
